codigo;nome_do_pregao;codigo_de_negociacao;cnpj;atividade_principal;classificacao_setorial;escriturador
ITUB;ITAUUNIBANCO;ITUB4;24/03/2003;60.872.504/0001-23;A sociedade tem por objeto a atividade bancária em todas as modalidades autorizadas. inclusive a de operações de câmbio.;ITAU CORRETORA ACOES
IVAI;ELETRICAIVAI;;28.052.123/0001-95;;;
IVHG;SCG IV HOLDI;;19.924.678/0001-99;;;
IVIA;RODPAULISTA;;03.207.703/0001-83;Concessionaria de Rodovias;Não Classificados / Não Classificado / Não Classificados;ITAU CORRETORA ACOES
IVIE;;;;;;
IVPR;INVEPAR;IVPR4B;18/06/2001;03.758.318/0001-24;Foi constituída sob a forma de sociedade anônima e tem como objeto social a participação em outras sociedades.;ITAUBANCO - ACOES
IXVI;;;;;;
JABS;;;;;;
JALL;JALLESMACHAD;JALL3;08/02/2021;02.635.522/0001-95;Exploração agrícola industrial e comercial em todas as suas modalidades. especialmente no que diz respeito à produção de cana-de-açúcar. seus subprodutos. em especial do açúcar e do álcool.;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
JANU;;;;;;
JASD;JASAUDE ANIM;;03.749.465/0001-38;;;
JAUR;JAURUENERGIA;;08.583.456/0001-33;;;
JBSB;ORIGINALAGRO;;09.516.419/0001-75;;;
JBSS;JBS;JBSS3;29/03/2007;02.916.265/0001-60;;BRADESCO
JCPM;JCPMPARTICIP;;11.483.096/0001-02;;;
JCRZ;CIAJACAREZIN;;61.231.478/0001-17;;;
JEFP;JEFINVEST;;00.350.763/0001-62;;;
JELE;JOTAELE;;77.591.402/0001-32;;;
JFEN;JOAO FORTES;JFEN3;11/05/1981;33.035.536/0001-00;"Incorporação e construção de imóveis; execução por administração de obras de construção civil.";BRADESCO
JFLV;JFLVHOUSE;;28.131.713/0001-03;;;
JGRO;;;;;;
JGRP;;;;;;
JHMN;JHSFMANAUS;;09.547.849/0001-54;;;
JHSF;JHSF PART;JHSF3;12/04/2007;08.294.224/0001-65;Empresa com atividades em desenvolvimento e administração de projetos multiuso nos setores de (i) Incorporação. (ii) Shoppings. Varejo e Digital. (iii) Hospitalidade e Gastronomia. e (iv) Aeroporto;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
JICS;;;;;;
JMCD;;;14.998.371/0001-19;Industrialização de massas alimentícias. farinhas. misturas para bolo domésticas. biscoitos. sobremesas e derivados de trigo.;Consumo não Cíclico / Alimentos Processados / Alimentos Diversos;J. MACEDO S.A.
JMEN;JMALUC;;04.407.406/0001-44;;;
JOPA;JOSAPAR;JOPA4;02/01/1989;87.456.562/0001-22;Beneficiamento de Arroz e Participações;ITAU CORRETORA ACOES
JPCB;MORGANBC;;46.518.205/0001-64;;;
JPMG;JPMORGANBM;;33.172.537/0001-98;;;
JSLG;JSL;JSLG3;22/04/2010;52.548.435/0001-79;;BRADESCO
JSLO;MOVIDAGEST;;14.117.559/0001-00;;;
JTEE;JANAUBA;;26.617.923/0001-80;;;
JURU;JURUENA PART;;07.655.515/0001-79;;;
KATA;KATAYAMA;;47.765.979/0001-52;;;
KATR;KATRIUM INDU;;28.789.998/0001-74;;;
KBUM;;;;;;
KCTS;KCTECINTERNE;;30.435.543/0001-00;;;
KEDU;;;;;;
KEPL;KEPLER WEBER;KEPL3;13/02/1981;91.983.056/0001-69;Indústria e comércio de produtos e matérias primas relacionadas a metalurgia. importação e exportação. prestação de serviços. comércio de produtos destinados a agroindústria.;ITAU CORRETORA ACOES
KGFC;KINGFOOD;;07.400.611/0001-76;;;
KLAS;KALLAS;KLAS3;24/05/2021;09.146.451/0001-06;"(a) incorporação. construção e comercialização de empreendimentos imobiliários de qualquer natureza; (b) locação de imóveis próprios ou de terceiros; (c) participação em outras sociedades.";ITAU CORRETORA ACOES
KLBB;;;;;;
KLBN;KLABIN S/A;KLBN11;02/01/2002;89.637.490/0001-45;Empresa brasileira de base florestal. Produtora de papéis e cartões para embalagens. embalagens de papelão ondulado e sacos industriais. além de ser recicladora e produtora de toras para serrarias.;ITAU CORRETORA ACOES
KMLT;KIMBERLIT;;61.167.060/0001-98;;;
KNOA;ENERG CANOAS;;10.618.009/0001-14;;;
KNST;;;;;;
KOIN;;;;;;
KOMP;KOMPASS COMP;;39.382.913/0001-55;;;
KPEP;;;;;;
KRMA;KURUMA;;00.827.783/0001-81;;;
KRSA;KORA SAUDE;KRSA3;13/08/2021;13.270.520/0001-66;Holding de instituições não financeiras com fim a prestação de serviços de atenção a saúde humana. limpeza. planos de saúde. bem como outras atividades secundárias como aluguel de imóveis.;ITAU CORRETORA ACOES
KRTC;;;;;;
KUHN;KUHN;;06.216.625/0001-71;;;
LAGE;LAGEBM;;05.040.481/0001-82;;;
LAND;TERRASANTAPA;LAND3;02/08/2021;40.337.136/0001-06;Aquisição. administração e arrendamento de propriedades rurais com potencial de geração de valor por meio da valorização de terras e da receita de arrendamento das mesmas.;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
LANO;EOLICALAGOA;;12.851.098/0001-70;;;
LAVV;LAVVI;LAVV3;02/09/2020;26.462.693/0001-28;Incorporadora Imobiliária;ITAU CORRETORA ACOES
LBDA;;;34.216.487/0001-66;;;
LCAM;LOCAMERICA;;10.215.988/0001-60;A Companhia tem por objeto a atividade de locação de veículos nacionais e importados com ou sem motorista.;Consumo Cíclico / Diversos / Aluguel de carros;ITAU CORRETORA ACOES
LCAR;;;43.368.422/0001-27;;;
LCEH;;;02.986.755/0001-32;;;
LCEI;;;;;;
LCEN;LC ENERGIA H;;32.997.529/0001-18;;;
LCFR;;;58.317.751/0001-16;;;
LCIN;LC INVESTIME;;38.220.895/0001-42;;;
LCNH;EOLICALAN;;14.603.978/0001-52;;;
LDCS;;;49.213.747/0118-28;;;
LELE;LEST LINHAS;;24.100.518/0001-65;;;
LEMV;;;;;;
LETS;;;00.873.894/0001-24;Transporte de passageiros e locação de automóveis com motorista. locação de automóveis sem condutor e de outros meios de transporte não especificados anteriormente. sem condutor.;Consumo Cíclico / Diversos / Aluguel de carros;BRADESCO
LEVE;;LEVE3;20/07/1977;60.476.884/0001-87;Industria e comércio de peças e componentes para motores a combustão;ITAU CORRETORA ACOES
LFPP;LFP PARTICIP;;35.203.155/0001-00;;;
LGAM;LOGA;;07.032.886/0001-02;;;
LGCM;;;;;;
LGER;LAGOA1;;21.540.697/0001-63;;;
LGOP;LAGOPEDRAPAR;;29.736.734/0001-15;;;
LGTE;LIGHTENERG;;01.917.818/0001-36;;Não Classificados / Não Classificados / Não Classificado;EMPRESA
LHII;;;;;;
LIGH;LIGHT;LIGH-DEBE1;;60.444.437/0001-46;A LIGHT  Serviços de Eletricidade S.A. tem como atividade a distribuição de energia elétrica.;BRADESCO
LIGN;CIALIGNA;;52.947.108/0001-90;;;
LIGT;LIGHT S/A;LIGT3;22/02/2006;03.378.521/0001-75;Participação em sociedades p/ exploração serviços de energia elétrica;BRADESCO
LIND;LDI;;07.071.841/0001-39;;;
LINH;LINHARESSA;;10.472.905/0001-18;;;
LINS;;;;;;
LIPR;ELETROPAR;LIPR3;11/10/1996;01.104.937/0001-70;A ELETROPAR tem por objeto social principal a participação no capital social da ELETROPAULO - Eletricidade de São Paulo S.A.. concessionária de serviços pub. de energia elét.. e de outras sociedades.;ITAU CORRETORA ACOES
LJDE;LAJEADOENERG;;03.460.864/0001-84;;;
LJQQ;QUERO-QUERO;LJQQ3;10/08/2020;96.418.264/0218-02;Comércio varejista especializado em material de construção. eletrodomésticos e móveis.;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
LLBI;LE BISCUIT;LLBI3;09/08/2021;16.233.389/0001-55;;ITAU CORRETORA ACOES
LLDR;LOJASLEADER;;30.094.114/0001-09;;;
LLXA;;;08.807.676/0001-01;;;
LMBE;LAMBDAENERG;;30.881.433/0001-64;;;
LMDS;LAZAMMDSCOR;;48.114.367/0001-62;;;
LMED;LIFEMED;LMED3;06/01/2020;02.357.251/0001-53;"Fabricação de instrumentos não eletronicos e utensilios para uso médico. odontológico e de laboratório;";ITAU CORRETORA ACOES
LMNE;LUMINAE S/A;;09.584.001/0002-86;;;
LMON;;;48.795.256/0001-69;;;
LMOV;LIGUEMOVELSA;;10.442.435/0001-40;;;
LMSA;AMARELA;;00.974.211/0001-25;;;
LMSP;METROSAOPAUL;;29.938.085/0001-35;;;
LMTP;;;00.389.481/0001-79;;Não Classificados / Não Classificado / Não Classificados;ITAU CORRETORA ACOES
LNAM;LINEA;;11.395.604/0001-09;;;
LNDV;ATE V LONDRI;;08.232.879/0001-09;;;
LNUV;LINHA UNI SA;;35.588.161/0001-22;;;
LOAA;;;;;;
LOCF;;;;;;
LOCN;;;;;;
LOGG;LOG COM PROP;LOGG3;21/12/2018;09.041.168/0001-10;Administração de bens próprios. prestação de serviços de engenharia e construção.Incorporação. construção comercialização e locação de imóveis.Participação em outras sociedades como sócia ou acionista;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
LOGN;LOG-IN;LOGN3;21/06/2007;42.278.291/0001-24;A Log-In oferece soluções logísticas integradas através do transporte marítimo em navios porta-contêineres. terminal portuário. terminais intermodais e transporte rodoviário de curta distância.;ITAU CORRETORA ACOES
LOGP;LOGEPRINT;;03.113.360/0001-98;;;
LOGR;LOGPRINT;;66.079.609/0001-06;;;
LONG;LONGFORD;;14.683.352/0001-01;;;
LPPP;LPP I EMPREE;;15.019.552/0001-19;;;
LPSB;LOPES BRASIL;LPSB3;18/12/2006;08.078.847/0001-09;Intermediação na compra. venda. permuta e locação de imóveis ou de direitos e obrigações a eles relativos.;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
LRCO;;;;;;
LREN;LOJAS RENNER;LREN3;07/04/1988;92.754.738/0001-62;Loja de Departamentos (Comércio Varejista);ITAU CORRETORA ACOES
LRGO;;;;;;
LSBI;LAB SABIN SA;;00.718.528/0001-09;;;
LSHB;LSHBARRA;;17.250.558/0001-28;;;
LSPL;LEASEPLANAM;;04.836.002/0001-76;;;
LTEL;LITEL;LTEL3B;20/12/2000;00.743.065/0001-27;;ITAU CORRETORA ACOES
LTLA;LITELA;LTLA3B;02/12/2019;05.495.546/0001-84;A Cia tem como atividade a participação. sob qualquer forma. no capital de outras sociedades civis ou comerciais. Atualmente. a Cia tem participação somente na Vale S.A.;LITELA PARTICIPAÇÕES S.A.
LTMC;MONTESCLAROS;;11.620.646/0001-98;;;
LTTE;TAUBATE;;14.395.590/0001-03;;;
LUEP;;;;;;
LUFP;LUFTPART;;20.182.540/0001-40;;;
LUGH;;;;;;
LUIN;;;;;;
LUPA;LUPATECH;LUPA3;15/05/2006;89.463.822/0001-12;Fabricante de equipamentos e provedor de serviços para o setor de Petróleo e Gás.;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
LUSO;LUSOBRASILEI;;59.118.133/0001-00;;;
LUXM;TREVISA;LUXM4;15/12/1980;92.660.570/0001-26;Part. Capital outras empresas qualquer setor econômico. Locação de conjuntos comerciais.;ITAU CORRETORA ACOES
LVTC;WDC NETWORKS;LVTC3;26/07/2021;05.917.486/0001-40;A Companhia tem como atividade principal a exploração da indústria de eletrônicos. incluindo a locação e comercialização de equipamentos de informática. eletrônicos. telecomunicações e comunicação.;BRADESCO
LWAT;;;;;;
LWSA;LWSA;LWSA3;06/02/2020;02.351.877/0001-52;;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
LXIN;XINGU;;10.240.186/0001-00;A exploração de concessões de serviços públicos de transmissão de energia elétrica. prestados mediante a implantação. construção. montagem. operação e manutenção de instalações de transmissão.;Não Classificados / Não Classificados / Não Classificado;EMPRESA
LYOD;MG3 INFRAEST;;27.600.441/0001-80;;;
LYRI;;;;;;
M2DA;MODAL PARTIC;;00.681.295/0001-09;;;
MAAT;;;;;;
MACN;MARACANA;;17.831.131/0001-13;;;
MAIB;MAIAEBORBA;;01.850.114/0001-93;;;
MAKR;MAKROATACADI;;47.427.653/0001-15;;;
MALN;;;;;;
MANT;;;;;;
MAPT;CEMEPE;MAPT4;05/07/1991;93.828.986/0001-73;HOLDING;ITAU CORRETORA ACOES
MAQN;MAQBRASIL;;18.634.167/0001-70;;;
MARH;MARAENERGIA;;14.871.900/0001-19;;;
MATD;MATER DEI;MATD3;16/04/2021;16.676.520/0001-59;;ITAU CORRETORA ACOES
MATX;;;;;;
MAXE;;;;;;
MBBR;MORUMBI BR;;08.588.838/0001-50;;;
MBLY;MOBLY;MBLY3;05/02/2021;31.553.627/0001-01;"Intermediação. importação. exportação e comércio varejista de móveis e artigos domésticos em geral; serviços de montagem; comércio varejista de materiais de construção em geral; e outros.";BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
MBRP;;;;;;
MBSB;;;;;;
MBXP;MBEXPANSAO;;21.314.705/0001-53;;;
MCBG;;;;;;
MCEN;MARACANA S/A;;08.032.643/0001-29;;;
MCEX;MERCATO EXPR;;22.749.835/0001-81;;;
MCFB;;;;;;
MCFI;ESTRELACFI;;05.351.887/0001-86;;;
MCRB;MCARAIBA;;42.509.257/0001-13;;;
MCSD;MARTINSDIST;;43.214.055/0001-07;;;
MDIA;M.DIASBRANCO;MDIA3;18/10/2006;07.206.816/0001-15;"Industrialização e comércio de biscoitos; bolachas; massas; bolos; mistura para bolos; snacks; salgadinhos; torradas; farinha de trigo e outros produtos derivados do trigo; refrescos em pó; etc.";BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
MDLL;MDLREALTY;;08.560.999/0001-35;;;
MDNE;MOURA DUBEUX;MDNE3;13/02/2020;12.049.631/0001-84;Compra e venda de imóveis. locação. desmembramento ou loteamento de terrenos. incorporação imobiliária ou construção de imóveis destinados à venda. participação em outras sociedades.;ITAU CORRETORA ACOES
MDOZ;;;;;;
MDRI;MADRIPART;;17.669.798/0001-61;;;
MEAL;IMC S/A;MEAL3;31/03/2015;17.314.329/0001-20;Setor de Varejo de Alimentação;ITAU CORRETORA ACOES
MEDR;MEDRAL ENGEN;;47.611.306/0001-48;;;
MELK;MELNICK;MELK3;28/09/2020;12.181.987/0001-77;Construção. incorporação. loteamento e comercialização de condomínios e empreendimentos imobiliários de qualquer natureza.;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
MENG;VIDROSGLORIA;;31.614.378/0001-09;;;
MERA;;;;;;
MERC;MERC FINANC;MERC4;09/05/1983;33.040.601/0001-87;Crédito. Financiamento e Investimento;BANCO MERCANTIL DO BRASIL S.A.
MESA;;;;;;
MEZ3;;;;;;
MEZ5;MEZ5ENERGIAS;;40.215.231/0001-37;;;
MEZ6;MEZ6ENERGIAL;;40.215.276/0001-01;;;
MEZE;;;;;;
MEZT;MEZT1TRANSMI;;42.579.834/0001-43;;;
MEZU;MEZ 1 ENERGI;;33.950.678/0001-94;;;
MFHP;;;;;;
MG25;;;;;;
MGEL;MANGELS INDL;MGEL4;28/12/1971;61.065.298/0001-02;Produção de relaminados. trefilados e perfilados de aço. exceto arames.;ITAU CORRETORA ACOES
MGES;;;;;;
MGGS;;;;;;
MGLU;MAGAZ LUIZA;MGLU3;02/05/2011;47.960.950/0001-21;Somos uma plataforma de varejo multicanal.;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
MGNU;;;;;;
MGSP;EDPMG;;27.821.748/0001-01;;;
MHPA;;;;;;
MHSM;;;;;;
MILO;MILOINVEST;;11.459.904/0001-04;;;
MILS;MILLS;MILS3;16/04/2010;27.093.558/0001-15;Locação e venda de peças. máquinas e equipamentos pesados;ITAU CORRETORA ACOES
MINC;;;;;;
MIVS;MINVEST;;12.294.194/0001-64;;;
MJMA;MAIOJAMAEMPR;;87.346.821/0001-62;;;
MLAN;MILANOCOMERC;;11.950.487/0001-90;;;
MLAS;MULTILASER;MLAS3;22/07/2021;59.717.553/0001-02;Fabricação de periféricos para equipamentos de informática;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
MLNP;;;07.692.986/0001-57;;;
MLNV;;;20.854.869/0001-00;;;
MLOG;;;78.614.229/0001-03;;;
MMAQ;MINASMAQUINA;MMAQ4;13/01/1972;17.161.241/0001-15;COMÉRCIO DE VEÍCULOS. PEÇAS E SERVIÇOS (CONCESSIONÁRIA MERCEDES-BENZ);MINASMAQUINAS S.A.
MMIP;;;;;;
MMSP;MMSPARTICIPA;;08.542.030/0001-31;;;
MMXP;PORTOBRASIL;;08.310.839/0001-38;;;
MMXS;MMXSUDESTE;;08.830.308/0001-76;;;
MNAR;MINASARENA;;13.012.956/0001-55;;;
MNAU;MANAUSAMBIEN;;03.264.927/0001-27;;;
MNDC;MANDIC;;04.700.392/0001-52;;;
MNDL;MUNDIAL;MNDL3;01/03/2004;88.610.191/0001-54;Componentes diversos para Indústria de calçados confecções. artigos de cuidados pessoais e de cultelaria.;BRADESCO
MNGN;MINORGAN;;02.599.378/0001-89;;;
MNLT;MNLT SA;;12.592.831/0001-89;"credenciamento; adm. de instrumento de pagamento; desenvolvimento tecnológico; automação; representação de franquias; e participação societária em outras pessoas jurídicas nacionais ou estrangeiras.";Não Classificados / Não Classificados / Não Classificado;OLIVEIRA TRUST
MNPR;MINUPAR;MNPR3;27/12/1990;90.076.886/0001-40;Participação em outras empresas. bem como criação. abate. industrialização. comercialização. importação e exportação de carnes e produtos derivados de aves. e prestação de serviços a terceiros.;ITAU CORRETORA ACOES
MNTI;BRASOILPETRO;;08.845.534/0001-20;;;
MNTQ;MANTIQUEIRA;;24.176.892/0001-44;;;
MNZC;MENEZES CORT;MNZC3;11/10/2023;02.664.042/0001-52;;TERMINAL GARAGEM MENEZES CORTES S.A.
MOAR;MONT ARANHA;MOAR3;14/09/1987;33.102.476/0001-92;Holding - Participação Societária;ITAU CORRETORA ACOES
MOBP;MOBPARTICIP;;07.100.988/0001-00;;;
MOBS;MOB SERVIÇOS;;07.870.094/0001-07;;;
MOLT;;;;;;
MONY;VERTMONEYFIN;;42.195.692/0001-10;;;
MOPA;;;;;;
MORI;MORI ENERGIA;;29.183.782/0001-23;;;
MORL;MONTREAL;;10.815.804/0001-00;;;
MORR;MORRINHOS;;17.613.286/0001-83;;;
MOTB;VE MOAT ETF;MOTB39;;;;
MOVI;MOVIDA;MOVI3;08/02/2017;21.314.559/0001-66;Aluguel de carros e gestão de frotas;BRADESCO
MPII;MPD INV IMOB;;12.284.455/0001-65;;;
MRCN;MARACANAU;;09.047.261/0001-31;;;
MRCS;MERCANTII;;06.026.238/0001-72;;;
MRER;;;;;;
MRFG;MARFRIG;MRFG3;28/06/2007;03.853.896/0001-40;Produção e distribuição de alimentos à base de carne bovina. suína. ovina e avícola. in natura. elaborados e processados. couros semi-terminados e terminados. além de outros produtos alimentícios.;BRADESCO
MRHL;MARECHALRON;;19.389.560/0001-08;;;
MRHP;MONTE RODOVI;;37.702.340/0001-74;;;
MRLE;MRLENGENHARI;;02.578.564/0001-31;;;
MRNH;;;;;;
MRPH;;;;;;
MRPT;MOROCO;;66.635.780/0001-54;;;
MRSA;MRS LOGIST;MRSA5B;18/12/1998;01.417.222/0001-77;Serviços de Transporte Ferroviário de Cargas;BRADESCO
MRTR;;;;;;
MRVE;MRV;MRVE3;23/07/2007;08.343.492/0001-20;Atividades de Incorporação e Construção;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
MRZL;;;;;;
MSAU;;;;;;
MSBS;;;;;;
MSDW;MORGANSTANLE;;02.801.938/0001-36;;;
MSGT;STAGENEBRA;;19.699.063/0001-06;;;
MSPA;MELHOR SP;MSPA4;08/08/1910;60.730.348/0001-66;;BRADESCO
MSPS;MSPARTICIPAC;;10.288.617/0001-08;;;
MSRO;MAESTROLOC;;08.795.211/0001-70;A Companhia presta serviços de locação de veículos e gestão de frotas.;Consumo Cíclico / Diversos / Aluguel de carros;ITAU CORRETORA ACOES
MTBA;METRODABAHIA;;18.891.185/0001-37;;;
MTEC;MTELTECSA;;71.738.132/0001-63;;;
MTPN;;;;;;
MTRB;METROBARRA;;17.339.410/0001-64;;;
MTRE;MITRE REALTY;MTRE3;05/02/2020;07.882.930/0001-65;(a) Incorporação e comercialização de empreendimentos imobiliários de qualquer natureza. (b) loteamento de terrenos. (c) construção de condomínios;ITAU CORRETORA ACOES
MTRJ;CMTRJ;;10.324.624/0001-18;Prestação de serviços de transporte metroviário na cidade do Rio de Janeiro/atividades correlatas/participação no capital de outras sociedades.;Não Classificados / Não Classificados / Não Classificado;EMPRESA
MTRN;METRONORTE;;07.486.185/0001-35;;;
MTRO;METRO-SP;;62.070.362/0001-06;É responsável pela operação e expansão de rede metroviária. planejamento de transporte metropolitano de passageiros da Região Metropolitana de São Paulo.;Bens Industriais / Comércio / Material de Transporte;EMPRESA
MTSA;METISA;MTSA4;27/04/1981;86.375.425/0001-09;Fabricação de máquinas e equipamentos para a agricultura e pecuária. peças e acessórios. exceto para irrigação.;ITAUBANCO - ACOES
MTSM;MATEUS;;03.995.515/0013-09;;;
MTTM;MULTITERMINA;;06.174.617/0001-00;;;
MTVL;MATAVELHA;;11.083.857/0001-39;;;
MUDA;MUDARSPESA;;12.356.050/0001-95;;;
MULT;MULTIPLAN;MULT3;27/07/2007;07.816.890/0001-53;Administração de shopping centers;ITAU CORRETORA ACOES
MUTU;;;;;;
MVLV;MOVIDALOC;;07.976.147/0001-60;;Consumo Cíclico / Diversos / Aluguel de carros;BRADESCO - DEBENT.
MVSA;MVPARTICIPAC;;28.029.249/0001-49;;;
MVST;MARISOL;;02.045.487/0001-54;;;
MWET;WETZEL S/A;MWET4;21/11/1984;84.683.671/0001-94;Fabricação de peças e acessórios para sistema motor de veículos automotores Fabricação de material elétrico e de luminárias para instalações em circuito de consumo;ITAU CORRETORA ACOES
MXCS;;;;;;
MYPK;IOCHP-MAXION;MYPK3;14/09/1984;61.156.113/0001-75;Fabricação e comercialização de produtos do setor automotivo e equipamentos ferroviários.;ITAU CORRETORA ACOES
NAMG;NORTE ASSET;;36.633.625/0001-38;;;
NASX;XINGUPART;;16.575.828/0001-08;;;
NATU;NATURA;;71.673.990/0001-77;Comércio Atacadista de Comércio e Produtos de Perfumaria;Consumo não Cíclico / Produtos de Uso Pessoal e de Limpeza / Produtos de Uso Pessoal;ITAU CORRETORA ACOES
NATX;NATIXISBM;;09.274.232/0001-02;;;
NBCB;NBCBM;;74.828.799/0001-45;;;
NCEN;NCENERGIA;;04.023.261/0001-88;;;
NCTA;;;;;;
NDMI;NOTREDAME;;44.649.812/0001-38;;;
NEEC;COMPNACIONAL;;61.416.244/0001-44;;;
NEER;NEERANS;;11.646.705/0001-05;;;
NEMO;SUZANO HOLD;NEMO5;22/12/1982;60.651.809/0001-05;Sociedade Holding - Participação como acionista ou quotista no capital social de outras sociedades;ITAU CORRETORA ACOES
NEOA;;;;;;
NEOE;NEOENERGIA;NEOE3;28/06/2019;01.083.200/0001-18;Participação em outras sociedades;ITAU CORRETORA ACOES
NEPO;;;;;;
NETA;;;;;;
NEXO;VERT-NEXOOS;;30.418.658/0001-89;;;
NEXP;NEXPE;NEXP3;29/10/2007;08.613.550/0001-98;Participação em outras sociedades que atuem no setor imobiliário.;ITAU CORRETORA ACOES
NFAR;NUFARM;;07.467.822/0001-26;;;
NGEI;NG20 EMPREEN;;19.829.219/0001-26;;;
NGRD;NEOGRID;NGRD3;17/12/2020;10.139.870/0001-08;"Participação em outras empresas ou sociedades. negócios e empreendimentos; desenvolvimento. licenciamento e implementação de softwares; e prestação de serviços de assessoria técnica e de treinamento.";ITAU CORRETORA ACOES
NGSC;NEGRESCOCFI;;04.379.829/0001-06;;;
NHOT;NORTE HOT;;05.441.787/0001-40;;;
NIBS;;;;;;
NICN;;;;;;
NIGP;NOVA INFRAES;;21.375.343/0001-00;;;
NINJ;GETNINJAS;NINJ3;17/05/2021;14.127.813/0001-51;A Companhia é uma plataforma inovadora. disponível para sistemas Android. iOS e web. presente em todos os Estados do Brasil e conecta digitalmente profissionais de variadas áreas a potenciais clientes;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
NISS;NISSEI FARMA;;79.430.682/0001-22;Comércio varejista de produtos farmacêuticos. alimentos. cosméticos. e outros produtos. bem como o comércio atacadista de medicamentos e materiais em geral.;Não Classificados / Não Classificados / Não Classificado;ITAU CORRETORA ACOES
NITA;NEOENERGIA I;;28.439.049/0001-64;;;
NKEM;;;;;;
NLSP;N.O.L.S.P.E.;;34.999.386/0001-09;;;
NMCH;;;;;;
NMHG;NAMPONT;;21.804.983/0001-99;;;
NNAE;;;;;;
NNPY;;;;;;
NOMO;;;;;;
NORD;NORDON MET;NORD3;28/04/1988;60.884.319/0001-59;A Sociedade tem como atividade operacional preponderante a produção de bens de capital destinados ao mercado interno e externo para os setores químico. petrolífero. petroquímico. criogenia. alimentíci;BRADESCO
NOWS;AGORATECNOLO;;71.923.304/0001-79;;;
NROD;;;;;;
NRSA;NORSAREFRISA;;07.196.033/0001-06;;;
NRSK;;;;;;
NRTQ;NORTCQUIMICA;NRTQ3;03/02/2014;29.950.060/0001-57;Química Fina. Ciências da Vida. fabricantes de Insumos Farmacêuticos Ativos - matéria-prima para a Indústria Farmacêutica;ITAU CORRETORA ACOES
NSAN;;;;;;
NSDI;NS2;;09.339.936/0001-16;;;
NSPE;MAISSHOPPING;;09.396.915/0001-32;;;
NSWR;;;;;;
NTCO;GRUPO NATURA;NTCO3;18/12/2019;32.785.497/0001-97;Gestão de participações societárias em sociedades que desenvolvam suas atividades principais no ramo de beleza.;ITAU CORRETORA ACOES
NTEN;NORTEENERGIA;;12.300.288/0001-07;Geração de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
NTON;NATURALONE;;08.192.116/0001-81;;;
NTSD;NOVANTS;;04.992.714/0001-84;Construção. instalação. operação e manutenção de gasodutos na região Sudeste e das instalações correspondentes. visando exclusivamente realizar ao transporte de gás natural por meio dos gasodutos.;Petróleo. Gás e Biocombustíveis / Petróleo. Gás e Biocombustíveis / Equipamentos e Serviços;EMPRESA
NUFN;NUBANK;;30.680.829/0001-43;;;
NUTR;NUTRIPLANT;NUTR3;03/02/2014;51.128.999/0001-90;Industria e comércio de fertilizantes para agricultura.;BRADESCO
NVFE;VENTOFORMOSO;;12.774.042/0001-69;;;
NVHZ;;;;;;
NVIE;;;;;;
NVMC;CHAPEUENERGI;;12.774.017/0001-85;;;
NVNI;NUVINI S.A.;;35.632.719/0001-20;;;
NVPC;PONTOCOM;;09.358.108/0001-25;;;
NVPE;NOVAVENTOS;;12.773.991/0001-24;;;
NVTE;NVTIANGUA;;12.773.911/0001-30;;;
NVTN;TIANGUANORTE;;12.773.953/0001-71;;;
OAMS;O.A.M.S.P.E.;;40.336.996/0001-25;;;
OASP;OAS;;14.811.848/0001-05;;;
OBAH;OBAHORTIFRUT;;04.972.092/0001-22;Comércio varejista alimentar com foco em produtos perecíveis. tais como: frutas. verduras e raízes. tubérculos. hortaliças e legumes frescos.;Não Classificados / Não Classificado / Não Classificados;ITAU CORRETORA ACOES
OBIO;OLEOPLAN;;88.676.127/0001-76;;;
OCAT;;;;;;
OCER;OCEANAIR;;02.575.829/0001-48;;;
OCHS;OCEAN;;19.278.461/0001-59;;;
OCMD;;;;;;
OCRM;;;;;;
OCTS;OCTANTE SEC;;12.139.922/0001-63;Securitização de direitos creditórios imobiliários e do agronegócio. emissão de Certificados de Recebíveis Imobiliários e Certificados de Recebíveis do Agronegócio;Financeiro / Securitizadoras de Recebíveis / Securitizadoras de Recebíveis;BNY MELLON SERVIÇOS FINANCEIROS DTVM S.A
OCYA;;;;;;
ODBA;ODEBRECHTAMB;;09.437.097/0001-79;;;
ODBH;BRKSUMARE;;21.480.839/0001-44;;;
ODBM;BRKAMBIENTAL;;19.246.473/0001-00;;;
